书目ID,题名,责任者,ISBN,价格（元）,出版社,出版年,分类号,索书号,复本数
62912,问鼎,何常在著,978-7-5412-2057-9,CNY39.80,贵州民族出版社,2013,I247.54,,
62911,问鼎,何常在著,978-7-5412-2057-9,CNY39.80,贵州民族出版社,2013,I247.54,,
62910,回忆邓宝珊,,978-7-5034-5525-4,CNY35.00,中国文史出版社,2015,K825.2=72,,
62909,回忆张自忠,全国政协文史和学习委员会编,978-7-5034-5444-8,CNY35.00,中国文史出版社,2015,K825.2=6,,
62908,女人， 你要美丽到老,韦甜甜著,978-7-5168-0527-5,CNY36.00,台海出版社,2015,B825.5,,
62907,常识,(美) 托马斯·潘恩著,978-7-5327-6941-4,CNY25.00,上海译文出版社,2015,D097.124,,
62906,我是不是你最疼爱的人,陈彤作品,978-7-5039-3992-1,CNY28.00,文化艺术出版社,2010,I247.5,,
62905,孔子的智慧,林语堂著,978-7-5104-3529-4,CNY32.00,新世界出版社,2015,B222.25,,
62904,生活的艺术,林语堂著,978-7-5104-3531-7,CNY36.00,新世界出版社,2015,B821,,
62903,我在史铁生,史铁生著,978-7-5125-0712-8,CNY32.00,国际文化出版公司,2014,I267,,
62902,我的狼爸时代,,978-7-5104-6243-6,CNY35.00,新世界出版社,2017,I247.57,,
62901,遇见·一个人的好时光,吴淡如著,978-7-5125-0714-2,CNY29.80,国际文化出版公司,2014,I267,,
62900,遇见 做一个淡淡的女子,吴淡如著,978-7-5125-0683-1,CNY29.80,国际文化出版公司,2014,I267,,
62899,相识莫相忘 且行且珍惜,王臣著,978-7-5125-0864-4,CNY39.80,国际文化出版公司,2016,K828.5,,
62898,旧欢如梦,亦舒著,978-7-5060-7928-0,CNY25.00,东方出版社,2015,I711.45,,
62897,说话教室,戴尔·卡耐基著,978-7-5568-0824-3,CNY20.00,二十一世纪出版社集团,2015,H019-49,,
62896,人性的突破,戴尔·卡耐基著,978-7-5568-0822-9,CNY25.00,二十一世纪出版社集团,2015,C912.11-49,,
62895,吾国与吾民,林语堂著,978-7-5104-3534-8,CNY36.00,新世界出版社,2015,C955.2,,
62894,朱门,林语堂著,978-7-5104-3533-1,CNY36.00,新世界出版社,2015,I246.57,,
62893,燃烧的女孩,(美) 苏珊·柯林斯著,978-7-5063-5566-7,CNY28.00,作家出版社,2011,I712.45,,
62892,嘲笑鸟,(美) 苏珊·柯林斯著,978-7-5063-5802-6,CNY29.00,作家出版社,2011,I712.45,,
62891,心的处方笺,(日) 河合隼雄著,978-7-80763-924-4,CNY35.00,广西科学技术出版社,2013,B849.1,,
62890,苏格拉底,(德) 君特·费格尔著,978-7-5675-4177-1,CNY38.00,华东师范大学出版社,2016,B502.231,,
62889,梦想这条路踏上了， 跪着也要走完,莫非著,978-7-5093-6788-9,CNY36.00,中国法制出版社,2016,B821-49,,
62888,情人的眼泪,朱云乔著,978-7-5183-0051-8,CNY26.00,石油工业出版社,2014,K825.4=72,,
62887,佛像前的沉吟,二月河著,978-7-80765-925-9,CNY29.00,河南文艺出版社,2016,I267,,
62886,毛泽东诗词鉴赏,主编臧克家,7-80623-580-9,CNY36.00,河南文艺出版社,2005,A841.4,,
62885,网游之女王攻略,柯柯安著,978-7-5113-3896-9,CNY26.80,中国华侨出版社,2013,I247.59,,
62884,冰心精选集,冰心著,978-7-5402-3871-1,CNY35.00,北京燕山出版社,2015,I216.2,,
62883,郑振铎,郑振铎著,978-7-5090-1162-1,CNY42.00,当代世界出版社,2017,I206,,
62882,南怀瑾选集,,978-7-309-09359-9,CNY95.00,复旦大学出版社,2013,C52,,
62881,南怀瑾选集,,978-7-309-08671-3,CNY100.00,复旦大学出版社,2013,C52,,
62880,南怀瑾选集,,978-7-309-08672-0,CNY98.00,复旦大学出版社,2013,C52,,
62879,南怀瑾选集,,978-7-309-08675-1,CNY100.00,复旦大学出版社,2013,C52,,
62878,南怀瑾选集,,978-7-309-09360-5,CNY110.00,复旦大学出版社,2013,C52,,
62877,南怀瑾选集,,978-7-309-08673-7,CNY100.00,复旦大学出版社,2013,C52,,
62876,柔石小说经典,柔石著,978-7-5568-2223-2,CNY40.00,二十一世纪出版社集团,2016,I246.7,,
62875,郁达夫小说经典,郁达夫著,978-7-5568-2224-9,CNY38.00,二十一世纪出版社集团,2016,I246.7,,
62874,大河入海流,方远著,978-7-5063-8927-3,CNY58.00,作家出版社,2016,I247.57,,
62873,纪委在行动,,978-7-5063-8676-0,CNY36.00,作家出版社,2016,I247.5,,
62872,市井奇人,王欢主编,978-7-5063-8303-5,CNY22.00,作家出版社,2016,I247.7,,
62871,茅盾小说经典,茅盾著,978-7-5568-2221-8,CNY38.00,二十一世纪出版社集团,2016,I246.7,,
62870,蒋氏秘档与蒋介石真相,杨天石著,978-7-229-10297-5,CNY68.00,重庆出版社,2015,K827=73,,
62869,愿你的世界里， 有最皎洁的月光,延参法师著,978-7-5699-0349-2,CNY36.00,北京时代华文书局,2016,B821-49,,
62868,流行爱慕,韩星鹭著,978-7-5063-7929-8,CNY38.00,作家出版社,2015,I217.2,,
62867,不如任性过生活,蔡澜作品,978-7-5699-0518-2,CNY36.80,北京时代华文书局,2016,I267,,
62866,道法自然天法道,何新著,978-7-5190-0885-7,CNY49.00,中国文联出版社,2016,B223.15,,
62865,小庭大事,主编田成有,978-7-5118-7721-5,CNY39.00,法律出版社,2015,D926.2-53,,
62864,去斯可比之路,陈河著,978-7-5063-8438-4,CNY32.00,作家出版社,2016,I247.7,,
62863,萧红小说经典,萧红著,978-7-5568-2226-3,CNY38.00,二十一世纪出版社集团,2016,I246.7,,
62862,郭沫若诗文经典,郭沫若著,978-7-5568-2235-5,CNY40.00,二十一世纪出版社集团,2016,I226,,
62861,正当我年少,欧豪,978-7-5447-5426-2,CNY49.80,译林出版社,2015,I267.1,,
62860,世纪之恋,纳米著,978-7-5378-4511-3,CNY35.00,北岳文艺出版社,2015,K827=76,,
62859,野孩子的梦,Emma著,978-7-5447-5541-2,CNY39.80,译林出版社,2015,I267.1,,
62858,与谁都聊得来,王阔编著,978-7-5472-3626-0,CNY32.80,吉林文史出版社,2017,C912.11,,
62857,聪明女人的口才修炼课,李飞编著,978-7-201-10192-7,CNY32.80,天津人民出版社,2016,H019-49,,
62856,诗梦奇缘,七色佳花著,978-7-5378-4368-3,CNY32.00,北岳文艺出版社,2015,K825.6=75,,
62855,不敢老的一代人,钮敏著,978-7-5063-9159-7,CNY35.00,作家出版社,2017,I247.57,,
62854,不让别人看懂你,王宇著,978-7-5044-8779-7,CNY30.00,中国商业出版社,2015,B84-49,,
62853,成功不在于走捷径,求真选编,978-7-5139-0426-1,CNY25.00,民主与建设出版社,2015,I14,,
62852,裙裾下的秘密,求真选编,978-7-5139-0404-9,CNY25.00,民主与建设出版社,2015,I14,,
62851,人生需要竭尽全力,求真选编,978-7-5139-0416-2,CNY25.00,民主与建设出版社,2014,B848.4-49,,
62850,嘲笑也是一种财富,求真选编,978-7-5139-0400-1,CNY25.00,民主与建设出版社,2014,I14,,
62849,我的田园,,978-7-5063-7629-7,CNY39.00,作家出版社,2014,I247.57,,
62848,笑容不能浪费,求真选编,978-7-5139-0433-9,CNY25.00,民主与建设出版社,2015,I14,,
62847,迟人半步照样行,求真选编,978-7-5139-0439-1,CNY25.00,民主与建设出版社,2015,B848.4-49,,
62846,生命没有绝望,求真选编,978-7-5139-0414-8,CNY25.00,民主与建设出版社,2015,I14,,
62845,坚持的力量,求真选编,978-7-5139-0429-2,CNY25.00,民主与建设出版社,2015,I14,,
62844,为自己制造亮点,求真选编,978-7-5139-0444-5,CNY25.00,民主与建设出版社,2015,I14,,
62843,天下粮田,高锋著,978-7-5063-9195-5,CNY42.00,作家出版社,2017,I247.57,,
62842,丰富的安静,,978-7-5063-8276-2,CNY33.00,作家出版社,2016,I267,,
62841,做好生命的补丁,求真选编,978-7-5139-0448-3,CNY25.00,民主与建设出版社,2015,I14,,
62840,每个梦想都会飞翔,求真选编,978-7-5139-0430-8,CNY25.00,民主与建设出版社,2015,I14,,
62839,倾听怀表的滴答声,求真选编,978-7-5139-0365-3,CNY25.00,民主与建设出版社,2015,I14,,
62838,人生需要大度,求真选编,978-7-5139-0441-4,CNY25.00,民主与建设出版社,2015,I14,,
62837,中国皇帝大传,梦宛主编,978-7-5113-5400-6,CNY29.80,中国华侨出版社,2015,K827=2,,
62836,蒋介石私人医生回忆录,熊丸口述,978-7-80214-525-2,CNY36.00,团结出版社,2010,K827=7,,
62835,骗枭,冯精志著,978-7-5568-1587-6,CNY36.00,二十一世纪出版社,2016,I247.57,,
62834,蒋经国大传,李松林， 陈太先著,978-7-5126-0417-9,CNY58.00 (2册),团结出版社,2011,K827=74,,
62833,幸福的两个方向,求真选编,978-7-5139-0445-2,CNY25.00,民主与建设出版社,2015,I14,,
62832,做自己想做的事,求真选编,978-7-5139-0425-4,CNY25.00,民主与建设出版社,2015,I14,,
62831,只有细节最动人,求真选编,978-7-5139-0421-6,CNY25.00,民主与建设出版社,2014,I14,,
62830,文化苦旅,,978-7-5354-9622-5,CNY46.00,长江文艺出版社,2017,I267,,
62829,炸裂志,阎连科,978-7-5559-0379-6,CNY46.00,河南文艺出版社,2016,I247.57,,
62828,中国哲学史纲要,蒋维乔， 杨大膺著,978-7-80761-648-1,CNY33.00,岳麓书社,2011,B2,,
62827,杜月笙外传,陈重伊著,978-7-5098-2664-5,CNY49.80,中共党史出版社,2014,K828.9=71,,
62826,风雅颂,阎连科,978-7-5559-0326-0,CNY46.00,河南文艺出版社,2016,I247.57,,
62825,毛泽东四大秘书,郑明武著,978-7-5098-3012-3,CNY39.80,中共党史出版社,2015,K827=7,,
62824,三城记,《南方周末》主编,978-7-5391-8002-1,CNY32.80,二十一世纪出版社,2013,I267.4,,
62823,最后一名女知青,阎连科,978-7-5559-0377-2,CNY42.00,河南文艺出版社,2016,I247.57,,
62822,城南旧事,林海音文,978-7-5153-1235-4,CNY25.00,中国青年出版社,2012,I247.57,,
62821,禅释武夷山,释泽道著,978-7-5153-2914-7,CNY35.00,中国青年出版社,2014,B94-49,,
62820,浮生六记,沈复原著,978-7-5006-8383-4,CNY26.00,中国青年出版社,2009,I264.9,,
62819,生死晶黄,阎连科,978-7-5559-0384-0,CNY30.00,河南文艺出版社,2016,I247.52,,
62818,做宠爱自己的女人,闫洁著,978-7-5472-3579-9,CNY39.80,吉林文史出版社,2017,B848.4-49,,
62817,比成功更宝贵的,,978-7-5063-8275-5,CNY38.00,作家出版社,2016,I267.1,,
62816,纳兰容若词传,(清) 纳兰容若著,978-7-5502-7329-0,CNY55.00,北京联合出版公司,2016,K825.6=49,,
62815,论辩比赛与活动指南,谢伦浩， 欧阳倩主编,978-7-5183-0495-0,CNY36.00,石油工业出版社,2015,H019,,
62814,壮志凌云,何常在著,978-7-81126-786-0,CNY39.80,贵州大学出版社,2015,I247.54,,
62813,额尔古纳河右岸,迟子建著,978-7-5302-0993-6,CNY29.00,北京十月文艺出版社,2008,I247.57,,
62812,国际政要秘闻,《环球人物》杂志社编,978-7-5143-4639-8,CNY39.80,现代出版社,2016,K817,,
62811,北大清华名师演讲录,两校名师讲堂编委会编,978-7-301-24889-8,CNY45.00,北京大学出版社,2014,Z427.6,,
62810,口才的艺术与处世智慧全集,(美) 戴尔·卡耐基著,978-7-222-14180-3,CNY38.00,云南人民出版社,2016,H019-49,,
62809,你要学着自己强大,毕淑敏著,978-7-5502-5822-8,CNY39.90,北京联合出版公司,2015,B821-49,,
62808,红牡丹,林语堂著,978-7-5104-3541-6,CNY36.00,新世界出版社,2015,I246.57,,
62807,蒋介石在台湾,陈冠任著,978-7-5060-7986-0,CNY58.00,东方出版社,2015,K827=73,,
62806,我的梦想,,978-7-5153-1549-2,CNY26.00,中国青年出版社,2013,I267.1,,
62805,天使的敲门声,求真选编,978-7-5139-0362-2,CNY25.00,民主与建设出版社,2015,I14,,
62804,生命中的守护者,求真选编,978-7-5139-0443-8,CNY25.00,民主与建设出版社,2015,I14,,
62803,初心不忘流年不负,六月鸢尾著,978-7-5502-4737-6,CNY36.00,北京联合出版公司,2015,B82-49,,
62802,不折之鹰,(英) 哈莉克·科汉斯基著,978-7-5153-3883-5,CNY79.00,中国青年出版社,2015,K513.43,,
62801,支撑希望的爱,求真选编,978-7-5139-0420-9,CNY25.00,民主与建设出版社,2015,I14,,
62800,一厘米的梦想,求真选编,978-7-5139-0435-3,CNY25.00,民主与建设出版社,2015,I14,,
62799,秋水无痕,杨剑茹， 李红霞著,978-7-5500-1849-5,CNY29.30,百花洲文艺出版社,2017,I247.57,,
62798,秋之歌,张一鸣著,978-7-5190-1970-9,CNY48.00,中国文联出版社,2017,I267,,
62797,你要好好爱自己,毕淑敏著,978-7-5502-4857-1,CNY39.90,北京联合出版公司,2015,I267,,
62796,谈修养,朱光潜著,978-7-214-15340-1,CNY19.80,江苏人民出版社,2015,B825-49,,
62795,百万英镑,(美) 马克·吐温著,978-7-5146-1207-3,CNY36.00,中国画报出版社,2015,I712.44,,
62794,汉译世界学术名著丛书,,978-7-100-13977-9,CNY13000.00 (288册),商务印书馆,2017,Z4,,
62793,市井奇人,王欢主编,978-7-5063-8304-2,CNY22.00,作家出版社,2016,I247.7,,
62792,断舍离,林克编著,978-7-5164-0764-6,CNY35.00,企业管理出版社,2014,B821-49,,
62791,翠微江南,沧海七渡著,978-7-5447-4653-3,CNY28.00,译林出版社,2013,I247.57,,
62790,绿太阳,汝荣兴,978-7-5500-0785-7,CNY29.80,百花洲文艺出版社,2016,I247.82,,
62789,别让我再遇见你,宁子著,978-7-5447-4360-0,CNY28.00,译林出版社,2013,B842.6-49,,
62788,梦的解析,(奥) 西格蒙德·弗洛伊德著,978-7-5044-9241-8,CNY36.80,中国商业出版社,2016,B845.1,,
62787,阳光照耀你和我,孙旭著,978-7-5190-1737-8,CNY39.00,中国文联出版社,2016,H136.33,,
62786,征服,京虎子著,978-7-5474-1862-8,CNY36.80,山东画报出版社,2016,K551.32,,
62785,步步向前,李梅， 沐兰著,978-7-301-26344-0,CNY45.00,北京大学出版社,2015,C913.2,,
62784,请赴音乐的盛宴,辛丰年著,978-7-5474-1896-3,CNY29.80,山东画报出版社,2016,J605,,
62783,明娜,(丹) K. 耶勒鲁普著,978-7-5502-4486-3,CNY35.00,北京联合出版公司,2015,I534.44,,
62782,欧·亨利短篇小说精选,(美) 欧·亨利著,978-7-5112-5225-8,CNY40.00,光明日报出版社,2013,I712.44,,
62781,天才的裂变,蒋泥著,978-7-5151-0299-3,CNY36.00,西苑出版社,2013,I267.1,,
62780,人类医学大发现,张大萍， 杜长林著,978-7-5474-1870-3,CNY49.80,山东画报出版社,2016,R-091,,
62779,本姑娘多少岁都不愁嫁,海菱著,978-7-5459-1151-0,CNY35.00,鹭江出版社,2016,C913.13-49,,
62778,小飞侠彼得·潘,(英) 巴里著,978-7-5112-4143-6,CNY25.00,光明日报出版社,2013,I561.88,,
62777,父与子全集,(德) 埃·奥·卜劳恩绘,978-7-5112-3905-1,CNY28.00,光明日报出版社,2013,J238.2(516),,
62776,稻草人,叶圣陶著,978-7-5112-3891-7,CNY24.00,光明日报出版社,2013,I286.7,,
62775,茉莉的婚事,纪富强,978-7-5500-0795-6,CNY20.00,百花洲文艺出版社,2014,I247.82,,
62774,种出来的香气,吴河娜著,978-7-5384-5800-8,CNY38.00,吉林科学技术出版社,2014,S573,,
62773,你可以怀疑星星是火焰,罗拉著,978-7-5447-4184-2,CNY29.80,译林出版社,2013,I247.57,,
62772,中外文化交流史轶闻趣事,魏秀春主编,978-7-5474-1868-0,CNY69.80,山东画报出版社,2016,G125-49,,
62771,女人的修养与智慧全集,高华编著,978-7-5127-1209-6,CNY36.00,中国妇女出版社,2016,B825.5,,
62770,拔掉心里的钉子,夏汐编著,978-7-5150-1707-5,CNY32.80,国家行政学院出版社,2016,B821-49,,
62769,风雨春秋,中共甘肃省委党史研究室,978-7-5098-3103-8,CNY35.00,中共党史出版社,2015,I251,,
62768,月亮上的狂欢,(美) 本·麦兹里奇著,978-7-5126-1390-4,CNY28.00,团结出版社,2013,I712.45,,
62767,72海里的爱恋,千喜著,978-7-5057-3092-2,CNY28.00,中国友谊出版公司,2013,I247.57,,
62766,星空神域,方海涛著,978-7-5430-7990-8,CNY24.80,武汉出版社,2013,I247.59,,
62765,视野·观念·艺境,王文澜著,978-7-5059-8728-9,CNY48.00,中国文联出版社,2014,J6-53,,
62764,场景说服的艺术,(美) 凯文·霍根， 詹姆斯·斯皮克曼著,978-7-5104-5851-4,CNY35.00,新世界出版社,2016,H019-49,,
62763,青城十九侠,还珠楼主著,978-7-5034-7234-3,CNY288.00 (全六册),中国文史出版社,2016,I246.58,,
62762,职场暖心话,张乾栋编著,978-7-5639-4720-1,CNY32.00,北京工业大学出版社,2016,C912.13,,
62761,重塑自信， 找回自我,春天编著,978-7-5639-4766-9,CNY28.00,北京工业大学出版社,2016,B848.4-49,,
62760,小毛驴与我,(西) J. 西梅内斯著,978-7-5502-4497-9,CNY20.00,北京联合出版公司,2015,I551.25,,
62759,高标处事 低调做人,沛霖·泓露著,978-7-5044-9321-7,CNY36.80,中国商业出版社,2016,B821-49,,
62758,格局决定结局,沛霖·泓露著,978-7-5044-9323-1,CNY36.80,中国商业出版社,2016,B848.4-49,,
62757,追风者,弦上月色著,978-7-5496-1665-7,CNY32.80,文汇出版社,2016,I247.57,,
62756,我们无法结婚的理由,皮雪雁作品,978-7-5511-1862-0,CNY29.80,花山文艺出版社,2014,C913.13,,
62755,谜婚记,索妃爱著,978-7-5168-0706-4,CNY26.80,台海出版社,2016,I247.57,,
62754,都市女人修心课,姜芸编著,978-7-5139-0599-2,CNY35.00,民主与建设出版社,2015,B825.5,,
62753,幸福启示,延参著,978-7-5108-4272-6,CNY35.00,九州出版社,2016,I267,,
62752,蒋介石在大陆的最后十天,田闻一著,978-7-80141-664-3,CNY39.80,台海出版社,2009,K827=73,,
62751,别活得太累， 学会给自己安慰,胡珂编著,978-7-5639-5017-1,CNY30.00,北京工业大学出版社,2017,B821-49,,
62750,就做不同,蒋家容著,978-7-5090-1093-8,CNY35.00,当代世界出版社,2016,B821-49,,
62749,活着就是一种修行,张瑞编著,978-7-5171-1040-8,CNY32.00,中国言实出版社,2015,B821-49,,
62748,锦绣良缘,顾七兮著,978-7-5555-0730-7,CNY60.00 (2册),远方出版社,2016,I247.57,,
62747,翁同龢,高阳著,978-7-5321-5232-2,CNY54.00 (2册),上海文艺出版社,2014,I247.53,,
62746,如何用好劳动合同,陈静,978-7-5008-6405-9,CNY32.00,中国工人出版社,2016,D922.52,,
62745,别让拖延毁了你,沛霖·泓露著,978-7-5044-9322-4,CNY36.80,中国商业出版社,2016,B84-49,,
62744,谁动了我的幸福,禺说著,978-7-219-07905-8,CNY26.80,广西人民出版社,2012,I247.57,,
62743,黑胶圣经,郭思蔚著,978-7-5321-5145-5,CNY79.00,上海文艺出版社,2014,G262.8,,
62742,夏语,胡夏著,978-7-5447-5359-3,CNY49.80,译林出版社,2015,I267.1,,
62741,一座桥的诞生,(法) 梅丽丝·盖兰嘉尔著,978-7-5321-5017-5,CNY27.00,上海文艺出版社,2013,I565.45,,
62740,空中有苍鹰,(德) 西格弗里德·伦茨著,978-7-5321-4987-2,CNY25.00,上海文艺出版社,2013,I516.45,,
62739,夜晚的语言,孙甘露,978-7-5321-5070-0,CNY30.00,上海文艺出版社,2013,I247.7,,
62738,杀手保健,(比利时) 阿梅丽·诺冬著,978-7-5321-4989-6,CNY22.00,上海文艺出版社,2013,I564.45,,
62737,回家的路,(智利) 亚历杭德罗·桑布拉著,978-7-5321-4993-3,CNY20.00,上海文艺出版社,2013,I784.45,,
62736,米夏埃尔,(奥) 埃尔弗里德·耶利内克著,978-7-5321-4991-9,CNY25.00,上海文艺出版社,2013,I521.45,,
62735,歌尽桃花扇底风,杨晓影著,978-7-5183-0899-6,CNY32.80,石油工业出版社,2016,I262,,
62734,人性的优点,(美) 卡耐基著,978-7-5472-3168-5,CNY35.00,吉林文史出版社,2016,B848.4-49,,
62733,宁夏景象,肖彭著,978-7-5171-1884-8,CNY48.00,中国言实出版社,2017,I267.4,,
62732,小飞侠彼得·潘,(英) 詹姆斯·巴里著,978-7-5339-3644-0,CNY16.00,浙江文艺出版社,2013,H319.4:I561.88,,
62731,去年在阿鲁吧,贺景滨著,978-7-5339-3714-0,CNY35.00,浙江文艺出版社,2013,I247.57,,
62730,吸血伯爵德拉库拉,(爱尔兰) 布拉姆·斯托克著,978-7-5339-3640-2,CNY16.00,浙江文艺出版社,2013,H319.4:I562.44,,
62729,高原上的探戈,(美) 沃勒著,978-7-02-009650-3,CNY32.00,人民文学出版社,2013,I712.45,,
62728,英子的乡恋,林海音著,978-7-02-009718-0,CNY29.00,人民文学出版社,2013,I267,,
62727,替身S,绫辻行人,978-7-02-010868-8,CNY32.00,人民文学出版社,2015,I313.45,,
62726,上海日记,叶辛著,978-7-5154-0717-3,CNY39.00,当代中国出版社,2016,I247.57,,
62725,新视野下的文化与世界,李云雷著,978-7-5171-1911-1,CNY30.00,中国言实出版社,2016,I0,,
62724,最后的精神贵族,赵东凌著,978-7-5183-1080-7,CNY34.00,石油工业出版社,2016,K825.4=6,,
62723,我愿做无忧无虑的小孩,(英) 乔治·戈登·拜伦著,978-7-5183-0573-5,CNY24.80,石油工业出版社,2015,H319.4:I561.24,,
